  20704000 260137083  76995328      2304   2.337449538314E-002   6.869555780000E+002   6.869274470000E+002   7.471576590538E+002   6.806785800000E+002   6.874995970726E+002   6.840131840000E+002   6.914049429893E+002   3.000000000000E+000
  20704000 260137083  76995328      2304   2.337449538314E-002   6.895318760000E+002   6.895081170000E+002   7.480040619373E+002   6.829338430000E+002   6.896375958920E+002   6.861132740000E+002   6.934567911625E+002   3.000000000000E+000
  30608000 260137083  76995328      2304   1.153818303170E-001   1.019003653000E+003   1.018970573000E+003   1.082992882967E+003   1.013576921000E+003   1.025398142099E+003   1.016937602000E+003   1.029328858137E+003   3.000000000000E+000
  30608000 260137083  76995328      2304   1.153818303170E-001   1.025212089000E+003   1.025192178000E+003   1.089314637184E+003   1.019294922000E+003   1.030775681973E+003   1.022654611000E+003   1.034664124012E+003   3.000000000000E+000
