  20704000 256405008  76995328      1536   2.337449538313E-002   1.017698153000E+003   1.017670337000E+003   1.074556540966E+003   1.010968914000E+003   1.019348541021E+003   1.015174333000E+003   1.024193711996E+003   3.000000000000E+000
  20704000 256405008  76995328      1536   2.337449538313E-002   1.017583279000E+003   1.017561445000E+003   1.076428837776E+003   1.010666211000E+003   1.019252356052E+003   1.014826810000E+003   1.024011498213E+003   3.000000000000E+000
